bldg_id,name,x_coord,y_coord,category
144,Unnamed,70.2514994938287,39.8393558510312,miscellaneous
145,Los Baños Laundry Area,64.91719259406294,66.16612780120023,commercial
146,Slashdot Internet Cafe,65.6504679475058,63.74811233297662,commercial
147,Unnamed,65.45435942274194,64.62290882527267,commercial
148,Unnamed,65.79944841570641,63.15175696348439,commercial
149,Alagang Kamay Laundry Shop,65.17081595098756,61.26769329546641,commercial
150,Ace Ark Veterinary Clinic & Grooming Salon,65.31049482908277,61.2683484510484,special
151,Landbank,66.80789580979781,51.27296729790892,commercial
152,Chubby Habbi's,62.7539527882296,53.509832247414266,commercial
153,Physical Sciences Lecture Hall B,64.07369339787691,46.93616491576314,school
154,Leslie Store,68.62387625163844,56.93236501338232,commercial
155,U2's Store,69.87525017400573,56.45295491546762,commercial
156,Murillo's Store,68.75239322162923,57.65926013279968,commercial
157,LA Store,68.8720736809924,56.90648636785113,commercial
158,Mio Cantina,66.05276171962385,59.51335043289389,commercial
159,RMS Copy Center,67.55233307134509,55.38079280377188,commercial
160,Beauty Perks,66.29863375143493,57.91018472111587,commercial
161,Nani Salon,66.49908301823329,57.609304519591454,commercial
162,North Star,65.30878953757632,65.32621834370022,commercial
163,Batacan's Ortho Dental Clinic,66.09105326555947,61.54613441827023,special
164,"Marius N. Moran, MD",66.08299188746079,59.714646985794296,special
165,Esi's Wine House,65.49218588917782,65.67852825849747,commercial
166,Grocer's Choice,65.7653425853127,64.57131532310508,commercial
